Source,Target,Weight,Type
"Absolute cognition","Being",1.0,undirected
"Absolute cognition","Mediation",4.0,undirected
"Absolute cognition","Moment",1.0,undirected
"Absolute cognition","Nature",1.0,undirected
"Absolute cognition","Reflection",1.0,undirected
"Absolute knowledge","Consciousness",1.0,undirected
"Absolute knowledge","Essence",1.0,undirected
"Absolute knowledge","Knowing",2.0,undirected
"Absolute knowledge","Mediation",2.0,undirected
"Absolute knowledge","Mind",1.0,undirected
"Absolute knowledge","Nature",1.0,undirected
"Absolute knowledge","Negation",1.0,undirected
"Absolute knowledge","Science",1.0,undirected
"Absolute knowledge","Work",1.0,undirected
"Abstraction","Actuality",1.0,undirected
"Abstraction","Alienation",3.0,undirected
"Abstraction","Antithesis",3.0,undirected
"Abstraction","Art",1.0,undirected
"Abstraction","Being",25.0,undirected
"Abstraction","Certainty",4.0,undirected
"Abstraction","Character",1.0,undirected
"Abstraction","Cohesion",1.0,undirected
"Abstraction","Community",1.0,undirected
"Abstraction","Conception",1.0,undirected
"Abstraction","Consciousness",15.0,undirected
"Abstraction","Content",10.0,undirected
"Abstraction","Cowardice",2.0,undirected
"Abstraction","Culture",1.0,undirected
"Abstraction","Death",3.0,undirected
"Abstraction","Devotion",2.0,undirected
"Abstraction","Dissolution",2.0,undirected
"Abstraction","Duty",7.0,undirected
"Abstraction","Emptiness",1.0,undirected
"Abstraction","Essence",23.0,undirected
"Abstraction","Existence",7.0,undirected
"Abstraction","Externality",1.0,undirected
"Abstraction","Extreme",2.0,undirected
"Abstraction","Faith",1.0,undirected
"Abstraction","Force",1.0,undirected
"Abstraction","Forms",4.0,undirected
"Abstraction","Gravity",1.0,undirected
"Abstraction","Hand",2.0,undirected
"Abstraction","Honour",1.0,undirected
"Abstraction","Idea",2.0,undirected
"Abstraction","Identity",4.0,undirected
"Abstraction","Immediacy",1.0,undirected
"Abstraction","Individuality",4.0,undirected
"Abstraction","Infinity",1.0,undirected
"Abstraction","Intension",1.0,undirected
"Abstraction","Kingdom",1.0,undirected
"Abstraction","Knowing",2.0,undirected
"Abstraction","Matter",3.0,undirected
"Abstraction","Mediation",1.0,undirected
"Abstraction","Mind",1.0,undirected
"Abstraction","Moment",6.0,undirected
"Abstraction","Morality",1.0,undirected
"Abstraction","Motion",1.0,undirected
"Abstraction","Movement",7.0,undirected
"Abstraction","Multiplicity",2.0,undirected
"Abstraction","Nature",4.0,undirected
"Abstraction","Negation",4.0,undirected
"Abstraction","Negativity",4.0,undirected
"Abstraction","Nothingness",3.0,undirected
"Abstraction","Notion",9.0,undirected
"Abstraction","Object",2.0,undirected
"Abstraction","Otherness",2.0,undirected
"Abstraction","Perception",3.0,undirected
"Abstraction","Perversion",1.0,undirected
"Abstraction","Positive",2.0,undirected
"Abstraction","Possession",2.0,undirected
"Abstraction","Power",3.0,undirected
"Abstraction","Principle",1.0,undirected
"Abstraction","Property",1.0,undirected
"Abstraction","Purity",3.0,undirected
"Abstraction","Quality",1.0,undirected
"Abstraction","Reality",12.0,undirected
"Abstraction","Reason",2.0,undirected
"Abstraction","Recognition",1.0,undirected
"Abstraction","Sacrifice",1.0,undirected
"Abstraction","Scepticism",1.0,undirected
"Abstraction","Self-conscious",1.0,undirected
"Abstraction","Sense",2.0,undirected
"Abstraction","Shape",2.0,undirected
"Abstraction","Simplicity",1.0,undirected
"Abstraction","Soul",1.0,undirected
"Abstraction","Spirit",6.0,undirected
"Abstraction","Stoicism",3.0,undirected
"Abstraction","Subject",1.0,undirected
"Abstraction","Subsistence",1.0,undirected
"Abstraction","Substance",3.0,undirected
"Abstraction","Supersession",2.0,undirected
"Abstraction","Time",1.0,undirected
"Abstraction","Triumph",3.0,undirected
"Abstraction","Unchangeable",1.0,undirected
"Abstraction","Unconscious",1.0,undirected
"Abstraction","Unity",2.0,undirected
"Abstraction","Universality",5.0,undirected
"Abstraction","Virtue",3.0,undirected
"Abstraction","Work",2.0,undirected
"Abstraction","World",6.0,undirected
"Abyss","Content",1.0,undirected
"Abyss","Depth",1.0,undirected
"Abyss","Fate",1.0,undirected
"Abyss","Hand",2.0,undirected
"Abyss","Law",1.0,undirected
"Abyss","Movement",1.0,undirected
"Abyss","Nature",1.0,undirected
"Abyss","Order",2.0,undirected
"Abyss","Spirit",1.0,undirected
"Abyss","Substance",1.0,undirected
"Acknowledgement","Actuality",2.0,undirected
"Acknowledgement","Antigone",1.0,undirected
"Acknowledgement","Antithesis",1.0,undirected
"Acknowledgement","Authority",2.0,undirected
"Acknowledgement","Consciousness",3.0,undirected
"Acknowledgement","Content",1.0,undirected
"Acknowledgement","Essence",1.0,undirected
"Acknowledgement","Existence",1.0,undirected
"Acknowledgement","Identity",1.0,undirected
"Acknowledgement","Power",1.0,undirected
"Acknowledgement","Reality",1.0,undirected
"Acknowledgement","Renunciation",1.0,undirected
"Acknowledgement","Time",1.0,undirected
"Acquaintance","Certainty",1.0,undirected
"Acquaintance","Evil",1.0,undirected
"Acquaintance","Instrument",1.0,undirected
"Acquaintance","Irritability",1.0,undirected
"Acquaintance","Nature",1.0,undirected
"Acquaintance","Relationship",1.0,undirected
"Acquaintance","Reproduction",1.0,undirected
"Acquaintance","Scepticism",1.0,undirected
"Acquaintance","Sensibility",1.0,undirected
"Acquaintance","Understanding",1.0,undirected
"Action","Actuality",26.0,undirected
"Action","Animal",1.0,undirected
"Action","Antigone",1.0,undirected
"Action","Antithesis",20.0,undirected
"Action","Arena",1.0,undirected
"Action","Artificer",2.0,undirected
"Action","Being",102.0,undirected
"Action","Blood",2.0,undirected
"Action","bondsman",4.0,undirected
"Action","Brother",1.0,undirected
"Action","Certainty",9.0,undirected
"Action","Character",13.0,undirected
"Action","Children",2.0,undirected
"Action","Community",5.0,undirected
"Action","Consciousness",136.0,undirected
"Action","Contemplation",1.0,undirected
"Action","Content",30.0,undirected
"Action","Contingency",6.0,undirected
"Action","Contradiction",2.0,undirected
"Action","Conviction",7.0,undirected
"Action","Cowardice",2.0,undirected
"Action","Crime",4.0,undirected
"Action","Cult",1.0,undirected
"Action","Culture",1.0,undirected
"Action","Customs",3.0,undirected
"Action","Death",3.0,undirected
"Action","Derangement",1.0,undirected
"Action","Desire",5.0,undirected
"Action","Destruction",4.0,undirected
"Action","Determinations",2.0,undirected
"Action","Devotion",1.0,undirected
"Action","Disparity",3.0,undirected
"Action","Dissemblance",2.0,undirected
"Action","Duality",1.0,undirected
"Action","Duty",45.0,undirected
"Action","Earnestness",2.0,undirected
"Action","Education",1.0,undirected
"Action","Electricity",1.0,undirected
"Action","Elimination",2.0,undirected
"Action","Enjoyment",14.0,undirected
"Action","Enlightenment",3.0,undirected
"Action","Essence",39.0,undirected
"Action","Evil",2.0,undirected
"Action","Existence",24.0,undirected
"Action","Experience",7.0,undirected
"Action","Expression",10.0,undirected
"Action","Externality",6.0,undirected
"Action","Externalization",3.0,undirected
"Action","Extreme",5.0,undirected
"Action","Faith",9.0,undirected
"Action","Fate",5.0,undirected
"Action","Fear",1.0,undirected
"Action","Formalism",1.0,undirected
"Action","Forms",29.0,undirected
"Action","Freedom",5.0,undirected
"Action","God",1.0,undirected
"Action","Government",1.0,undirected
"Action","Hand",21.0,undirected
"Action","Happiness",4.0,undirected
"Action","Hero",1.0,undirected
"Action","Hope",1.0,undirected
"Action","Hypocrisy",2.0,undirected
"Action","Idea",4.0,undirected
"Action","Identity",4.0,undirected
"Action","Immediacy",2.0,undirected
"Action","Independence",3.0,undirected
"Action","Individuality",46.0,undirected
"Action","Intention",3.0,undirected
"Action","Interfusion",3.0,undirected
"Action","Inwardness",1.0,undirected
"Action","Irritability",2.0,undirected
"Action","Isolation",2.0,undirected
"Action","Judgement",7.0,undirected
"Action","Knowing",11.0,undirected
"Action","Knowledge",10.0,undirected
"Action","Labour",3.0,undirected
"Action","Law",15.0,undirected
"Action","Life",7.0,undirected
"Action","Manifold",2.0,undirected
"Action","Matter",18.0,undirected
"Action","Medium",1.0,undirected
"Action","Moment",33.0,undirected
"Action","Morality",16.0,undirected
"Action","Movement",17.0,undirected
"Action","Nature",46.0,undirected
"Action","Negativity",7.0,undirected
"Action","Notion",17.0,undirected
"Action","Object",19.0,undirected
"Action","Observation",3.0,undirected
"Action","Observer",2.0,undirected
"Action","Oracle",1.0,undirected
"Action","Order",8.0,undirected
"Action","Organism",8.0,undirected
"Action","Otherness",1.0,undirected
"Action","Pathos",3.0,undirected
"Action","Perception",2.0,undirected
"Action","Perversion",2.0,undirected
"Action","Plato",1.0,undirected
"Action","Plurality",1.0,undirected
"Action","Positive",5.0,undirected
"Action","Possession",2.0,undirected
"Action","Power",12.0,undirected
"Action","Principle",17.0,undirected
"Action","Punishment",1.0,undirected
"Action","Purity",1.0,undirected
"Action","Purposiveness",2.0,undirected
"Action","Quality",3.0,undirected
"Action","Reality",62.0,undirected
"Action","Reason",4.0,undirected
"Action","Recognition",3.0,undirected
"Action","Reflection",4.0,undirected
"Action","Rejection",1.0,undirected
"Action","Relationship",10.0,undirected
"Action","Religion",3.0,undirected
"Action","Reproduction",1.0,undirected
"Action","Responsibility",1.0,undirected
"Action","Rightness",1.0,undirected
"Action","Sacrifice",5.0,undirected
"Action","Scepticism",2.0,undirected
"Action","Science",1.0,undirected
"Action","Self-conscious",7.0,undirected
"Action","selfhood",1.0,undirected
"Action","Sense",4.0,undirected
"Action","Sense-knowledge",1.0,undirected
"Action","Sensibility",1.0,undirected
"Action","Shape",7.0,undirected
"Action","Sidedness",3.0,undirected
"Action","Simplicity",1.0,undirected
"Action","Singleness",3.0,undirected
"Action","Soliciting",1.0,undirected
"Action","Soul",1.0,undirected
"Action","Species",1.0,undirected
"Action","Spirit",24.0,undirected
"Action","Stoicism",1.0,undirected
"Action","Subject",3.0,undirected
"Action","Substance",19.0,undirected
"Action","Superiority",1.0,undirected
"Action","Syllogism",1.0,undirected
"Action","Thinghood",1.0,undirected
"Action","Time",18.0,undirected
"Action","Transition",5.0,undirected
"Action","Uncertainty",2.0,undirected
"Action","Unchangeable",2.0,undirected
"Action","Unconscious",3.0,undirected
"Action","Unity",35.0,undirected
"Action","Universality",17.0,undirected
"Action","Unreality",2.0,undirected
"Action","Utterance",2.0,undirected
"Action","Virtue",4.0,undirected
"Action","Wickedness",1.0,undirected
"Action","Work",28.0,undirected
"Action","World",18.0,undirected
"Action","Worship",3.0,undirected
"Actuality","Alienation",6.0,undirected
"Actuality","Animal",1.0,undirected
"Actuality","Antigone",2.0,undirected
"Actuality","Antithesis",8.0,undirected
"Actuality","Art",1.0,undirected
"Actuality","Authority",1.0,undirected
"Actuality","Being",57.0,undirected
"Actuality","Brother",1.0,undirected
"Actuality","Certainty",11.0,undirected
"Actuality","Character",13.0,undirected
"Actuality","Children",2.0,undirected
"Actuality","Community",1.0,undirected
"Actuality","Consciousness",104.0,undirected
"Actuality","Content",18.0,undirected
"Actuality","Contingency",1.0,undirected
"Actuality","Contradiction",2.0,undirected
"Actuality","Conviction",1.0,undirected
"Actuality","Crime",5.0,undirected
"Actuality","Cult",4.0,undirected
"Actuality","Culture",10.0,undirected
"Actuality","Customs",3.0,undirected
"Actuality","Death",2.0,undirected
"Actuality","Desire",2.0,undirected
"Actuality","Determinations",1.0,undirected
"Actuality","Differentiation",1.0,undirected
"Actuality","Disparity",1.0,undirected
"Actuality","Duality",1.0,undirected
"Actuality","Duty",9.0,undirected
"Actuality","Enjoyment",8.0,undirected
"Actuality","Essence",41.0,undirected
"Actuality","Evil",2.0,undirected
"Actuality","Existence",34.0,undirected
"Actuality","Experience",1.0,undirected
"Actuality","Expression",6.0,undirected
"Actuality","Externalization",3.0,undirected
"Actuality","Extreme",8.0,undirected
"Actuality","Faith",2.0,undirected
"Actuality","Force",5.0,undirected
"Actuality","Forms",32.0,undirected
"Actuality","Freedom",3.0,undirected
"Actuality","Grace",1.0,undirected
"Actuality","Grave",2.0,undirected
"Actuality","Hand",7.0,undirected
"Actuality","Happiness",3.0,undirected
"Actuality","History",1.0,undirected
"Actuality","Idea",2.0,undirected
"Actuality","Idealism",1.0,undirected
"Actuality","Immediacy",3.0,undirected
"Actuality","Independence",4.0,undirected
"Actuality","Individuality",22.0,undirected
"Actuality","Intention",1.0,undirected
"Actuality","Isolation",1.0,undirected
"Actuality","Judgement",1.0,undirected
"Actuality","Knowing",3.0,undirected
"Actuality","Knowledge",6.0,undirected
"Actuality","Law",15.0,undirected
"Actuality","Life",6.0,undirected
"Actuality","Manifold",1.0,undirected
"Actuality","Mediation",2.0,undirected
"Actuality","Mind",2.0,undirected
"Actuality","Moment",20.0,undirected
"Actuality","Morality",6.0,undirected
"Actuality","Movement",19.0,undirected
"Actuality","Nation",3.0,undirected
"Actuality","Nature",18.0,undirected
"Actuality","Negativity",1.0,undirected
"Actuality","Nothingness",2.0,undirected
"Actuality","Notion",26.0,undirected
"Actuality","Nullity",1.0,undirected
"Actuality","Object",16.0,undirected
"Actuality","Observation",12.0,undirected
"Actuality","Order",1.0,undirected
"Actuality","Organism",2.0,undirected
"Actuality","Otherness",3.0,undirected
"Actuality","Parents",1.0,undirected
"Actuality","Perversion",2.0,undirected
"Actuality","Physiognomy",2.0,undirected
"Actuality","Positive",2.0,undirected
"Actuality","Power",12.0,undirected
"Actuality","Principle",5.0,undirected
"Actuality","Property",1.0,undirected
"Actuality","Psychology",1.0,undirected
"Actuality","Punishment",4.0,undirected
"Actuality","Purity",1.0,undirected
"Actuality","Reality",6.0,undirected
"Actuality","Reason",7.0,undirected
"Actuality","Reflection",1.0,undirected
"Actuality","Relationship",8.0,undirected
"Actuality","Religion",6.0,undirected
"Actuality","Remoteness",1.0,undirected
"Actuality","Renunciation",1.0,undirected
"Actuality","Reproduction",1.0,undirected
"Actuality","Sacrifice",3.0,undirected
"Actuality","Science",3.0,undirected
"Actuality","Self-conscious",8.0,undirected
"Actuality","Self-recognition",1.0,undirected
"Actuality","Sense",1.0,undirected
"Actuality","Sensibility",1.0,undirected
"Actuality","Sensuousness",1.0,undirected
"Actuality","Shape",11.0,undirected
"Actuality","Sidedness",2.0,undirected
"Actuality","Simplicity",2.0,undirected
"Actuality","Singleness",4.0,undirected
"Actuality","Sister",2.0,undirected
"Actuality","Soul",2.0,undirected
"Actuality","Species",2.0,undirected
"Actuality","Spirit",58.0,undirected
"Actuality","Subject",8.0,undirected
"Actuality","Subsistence",1.0,undirected
"Actuality","Substance",31.0,undirected
"Actuality","Substantiality",1.0,undirected
"Actuality","Supersensible",2.0,undirected
"Actuality","Syllogism",2.0,undirected
"Actuality","Time",17.0,undirected
"Actuality","Totality",3.0,undirected
"Actuality","Transition",4.0,undirected
"Actuality","Unchangeable",4.0,undirected
"Actuality","Union",1.0,undirected
"Actuality","Unity",20.0,undirected
"Actuality","Universality",12.0,undirected
"Actuality","Unreality",2.0,undirected
"Actuality","Utility",1.0,undirected
"Actuality","Utterance",1.0,undirected
"Actuality","Virtue",5.0,undirected
"Actuality","Work",5.0,undirected
"Actuality","World",40.0,undirected
"Adornment","Art",1.0,undirected
"Adornment","Consciousness",1.0,undirected
"Adornment","Cult",1.0,undirected
"Adornment","Enjoyment",1.0,undirected
"Adornment","Existence",1.0,undirected
"Adornment","Glory",2.0,undirected
"Adornment","God",2.0,undirected
"Adornment","Honour",2.0,undirected
"Adornment","Manifold",1.0,undirected
"Adornment","Messenger",1.0,undirected
"Adornment","Nation",3.0,undirected
"Adornment","Nature",1.0,undirected
"Adornment","Reality",1.0,undirected
"Adornment","Soul",1.0,undirected
"Adornment","Work",1.0,undirected
"Air","Consciousness",1.0,undirected
"Air","Contingency",1.0,undirected
"Air","Continuity",2.0,undirected
"Air","Freedom",1.0,undirected
"Air","Life",4.0,undirected
"Air","Manifold",1.0,undirected
"Air","Nature",5.0,undirected
"Air","Notion",2.0,undirected
"Air","Pathos",1.0,undirected
"Air","Reflection",1.0,undirected
"Air","Relationship",1.0,undirected
"Air","Shape",1.0,undirected
"Air","Spirit",1.0,undirected
"Air","Time",1.0,undirected
"Alienation","Antithesis",2.0,undirected
"Alienation","Being",8.0,undirected
"Alienation","Character",2.0,undirected
"Alienation","Consciousness",15.0,undirected
"Alienation","Content",3.0,undirected
"Alienation","Culture",5.0,undirected
"Alienation","Enlightenment",1.0,undirected
"Alienation","Essence",5.0,undirected
"Alienation","Existence",5.0,undirected
"Alienation","Externalization",2.0,undirected
"Alienation","Faith",3.0,undirected
"Alienation","Fate",1.0,undirected
"Alienation","Forms",5.0,undirected
"Alienation","Hand",1.0,undirected
"Alienation","Hope",1.0,undirected
"Alienation","Intention",1.0,undirected
"Alienation","Knowledge",2.0,undirected
"Alienation","Life",3.0,undirected
"Alienation","Mediation",1.0,undirected
"Alienation","Moment",8.0,undirected
"Alienation","Monarch",1.0,undirected
"Alienation","Morality",1.0,undirected
"Alienation","Movement",3.0,undirected
"Alienation","Nature",3.0,undirected
"Alienation","Negation",2.0,undirected
"Alienation","Notion",5.0,undirected
"Alienation","Nullity",1.0,undirected
"Alienation","Otherness",1.0,undirected
"Alienation","Perversion",1.0,undirected
"Alienation","Positive",3.0,undirected
"Alienation","Power",2.0,undirected
"Alienation","Principle",1.0,undirected
"Alienation","Reality",2.0,undirected
"Alienation","Reason",1.0,undirected
"Alienation","Self-conscious",1.0,undirected
"Alienation","Spirit",10.0,undirected
"Alienation","Subject",1.0,undirected
"Alienation","Substance",7.0,undirected
"Alienation","Time",1.0,undirected
"Alienation","Transition",1.0,undirected
"Alienation","Unchangeable",1.0,undirected
"Alienation","Unity",4.0,undirected
"Alienation","Universality",2.0,undirected
"Alienation","Utility",1.0,undirected
"Alienation","World",12.0,undirected
"Animal","Artificer",3.0,undirected
"Animal","Being",5.0,undirected
"Animal","Certainty",1.0,undirected
"Animal","Character",1.0,undirected
"Animal","Cognition",1.0,undirected
"Animal","Community",1.0,undirected
"Animal","Consciousness",11.0,undirected
"Animal","Death",2.0,undirected
"Animal","Desire",1.0,undirected
"Animal","Determinations",1.0,undirected
"Animal","Earnestness",1.0,undirected
"Animal","Electricity",2.0,undirected
"Animal","Essence",4.0,undirected
"Animal","Existence",6.0,undirected
"Animal","Force",1.0,undirected
"Animal","Forms",9.0,undirected
"Animal","God",4.0,undirected
"Animal","Hand",5.0,undirected
"Animal","Idea",1.0,undirected
"Animal","Immediacy",1.0,undirected
"Animal","Individuality",3.0,undirected
"Animal","Irritability",1.0,undirected
"Animal","Kingdom",2.0,undirected
"Animal","Life",6.0,undirected
"Animal","Matter",2.0,undirected
"Animal","Moment",1.0,undirected
"Animal","Movement",1.0,undirected
"Animal","Nature",5.0,undirected
"Animal","Nothingness",1.0,undirected
"Animal","Notion",2.0,undirected
"Animal","Object",2.0,undirected
"Animal","Observer",1.0,undirected
"Animal","Organism",3.0,undirected
"Animal","Perception",2.0,undirected
"Animal","Philosophy",1.0,undirected
"Animal","Positive",1.0,undirected
"Animal","Power",1.0,undirected
"Animal","Principle",1.0,undirected
"Animal","Reality",2.0,undirected
"Animal","Reason",2.0,undirected
"Animal","Religion",1.0,undirected
"Animal","Renunciation",1.0,undirected
"Animal","Self-conscious",2.0,undirected
"Animal","Shape",8.0,undirected
"Animal","Simplicity",2.0,undirected
"Animal","Spirit",6.0,undirected
"Animal","Struggle",1.0,undirected
"Animal","Subject",2.0,undirected
"Animal","Substance",2.0,undirected
"Animal","Time",1.0,undirected
"Animal","Transition",1.0,undirected
"Animal","Unconscious",1.0,undirected
"Animal","Understanding",5.0,undirected
"Animal","Universality",3.0,undirected
"Animal","Violence",1.0,undirected
"Animal","Work",2.0,undirected
"Animal","World",1.0,undirected
"Antigone","Crime",1.0,undirected
"Antigone","Duty",1.0,undirected
"Antigone","Existence",1.0,undirected
"Antigone","Hope",1.0,undirected
"Antigone","Law",2.0,undirected
"Antigone","Life",1.0,undirected
"Antigone","Relationship",2.0,undirected
"Antigone","Self-conscious",1.0,undirected
"Antigone","Sister",1.0,undirected
"Antigone","Spirit",1.0,undirected
"Antigone","Time",1.0,undirected
"Antigone","Utterance",1.0,undirected
"Antigone","Violence",1.0,undirected
"Antithesis","Being",30.0,undirected
"Antithesis","Certainty",5.0,undirected
"Antithesis","Character",5.0,undirected
"Antithesis","Cognition",1.0,undirected
"Antithesis","Cohesion",1.0,undirected
"Antithesis","Community",1.0,undirected
"Antithesis","Conception",1.0,undirected
"Antithesis","Consciousness",82.0,undirected
"Antithesis","Content",19.0,undirected
"Antithesis","Contingency",1.0,undirected
"Antithesis","Continuity",2.0,undirected
"Antithesis","Contradiction",1.0,undirected
"Antithesis","Crime",1.0,undirected
"Antithesis","Culture",1.0,undirected
"Antithesis","Destruction",1.0,undirected
"Antithesis","Determinations",3.0,undirected
"Antithesis","Disparity",2.0,undirected
"Antithesis","Diversity",2.0,undirected
"Antithesis","Duality",2.0,undirected
"Antithesis","Duty",10.0,undirected
"Antithesis","Enjoyment",1.0,undirected
"Antithesis","Essence",24.0,undirected
"Antithesis","Evil",8.0,undirected
"Antithesis","Existence",12.0,undirected
"Antithesis","Expression",2.0,undirected
"Antithesis","Externalization",1.0,undirected
"Antithesis","Extreme",3.0,undirected
"Antithesis","Faith",1.0,undirected
"Antithesis","Force",2.0,undirected
"Antithesis","Forms",18.0,undirected
"Antithesis","Freedom",3.0,undirected
"Antithesis","Hand",8.0,undirected
"Antithesis","Happiness",1.0,undirected
"Antithesis","Hypocrisy",1.0,undirected
"Antithesis","Idea",1.0,undirected
"Antithesis","Identity",4.0,undirected
"Antithesis","Immediacy",6.0,undirected
"Antithesis","Individuality",25.0,undirected
"Antithesis","Intension",4.0,undirected
"Antithesis","Intention",1.0,undirected
"Antithesis","Irritability",3.0,undirected
"Antithesis","Kingdom",1.0,undirected
"Antithesis","Knowing",10.0,undirected
"Antithesis","Knowledge",14.0,undirected
"Antithesis","Law",8.0,undirected
"Antithesis","Life",2.0,undirected
"Antithesis","Manifold",1.0,undirected
"Antithesis","Matter",1.0,undirected
"Antithesis","Mediation",2.0,undirected
"Antithesis","Moment",21.0,undirected
"Antithesis","Morality",5.0,undirected
"Antithesis","Movement",9.0,undirected
"Antithesis","Nature",10.0,undirected
"Antithesis","Negation",1.0,undirected
"Antithesis","Negativity",2.0,undirected
"Antithesis","Nothingness",1.0,undirected
"Antithesis","Notion",27.0,undirected
"Antithesis","Object",12.0,undirected
"Antithesis","Observation",8.0,undirected
"Antithesis","Oneness",1.0,undirected
"Antithesis","Order",1.0,undirected
"Antithesis","Organism",3.0,undirected
"Antithesis","Otherness",4.0,undirected
"Antithesis","Parties",1.0,undirected
"Antithesis","Perception",1.0,undirected
"Antithesis","Physiognomy",1.0,undirected
"Antithesis","Plurality",2.0,undirected
"Antithesis","Power",6.0,undirected
"Antithesis","Principle",4.0,undirected
"Antithesis","Property",1.0,undirected
"Antithesis","Psychology",1.0,undirected
"Antithesis","Reality",15.0,undirected
"Antithesis","Reason",8.0,undirected
"Antithesis","Recognition",2.0,undirected
"Antithesis","Reflection",4.0,undirected
"Antithesis","Relationship",4.0,undirected
"Antithesis","Religion",1.0,undirected
"Antithesis","Rightness",1.0,undirected
"Antithesis","Sacrifice",2.0,undirected
"Antithesis","Satisfaction",3.0,undirected
"Antithesis","Science",5.0,undirected
"Antithesis","Self-conscious",3.0,undirected
"Antithesis","Sense",1.0,undirected
"Antithesis","Sensibility",2.0,undirected
"Antithesis","Sensuousness",3.0,undirected
"Antithesis","Shape",4.0,undirected
"Antithesis","Simplicity",3.0,undirected
"Antithesis","Spirit",10.0,undirected
"Antithesis","Struggle",2.0,undirected
"Antithesis","Subsistence",2.0,undirected
"Antithesis","Substance",7.0,undirected
"Antithesis","Supersensible",1.0,undirected
"Antithesis","Syllogism",1.0,undirected
"Antithesis","Tautology",1.0,undirected
"Antithesis","Time",13.0,undirected
"Antithesis","Transition",5.0,undirected
"Antithesis","Unchangeable",5.0,undirected
"Antithesis","Unchangeableness",2.0,undirected
"Antithesis","Unconscious",1.0,undirected
"Antithesis","Understanding",1.0,undirected
"Antithesis","Union",2.0,undirected
"Antithesis","Unity",19.0,undirected
"Antithesis","Universality",12.0,undirected
"Antithesis","Virtue",4.0,undirected
"Antithesis","Wisdom",1.0,undirected
"Antithesis","Work",5.0,undirected
"Antithesis","World",9.0,undirected
"Antithesis","Zeus",1.0,undirected
"Arena","Consciousness",2.0,undirected
"Arena","Hand",1.0,undirected
"Arena","Hypocrisy",1.0,undirected
"Arena","Judgement",1.0,undirected
"Arena","Knowledge",1.0,undirected
"Arena","Morality",1.0,undirected
"Arena","Substance",1.0,undirected
"Arena","Universality",1.0,undirected
"Arena","World",1.0,undirected
"Art","Beauty",1.0,undirected
"Art","Being",1.0,undirected
"Art","Character",2.0,undirected
"Art","Comedy",1.0,undirected
"Art","Conception",1.0,undirected
"Art","Consciousness",7.0,undirected
"Art","Cult",5.0,undirected
"Art","Depth",1.0,undirected
"Art","Enjoyment",1.0,undirected
"Art","Essence",4.0,undirected
"Art","Existence",5.0,undirected
"Art","Expression",1.0,undirected
"Art","Fate",2.0,undirected
"Art","Forms",6.0,undirected
"Art","Genesis",1.0,undirected
"Art","God",9.0,undirected
"Art","Hand",2.0,undirected
"Art","Happiness",1.0,undirected
"Art","Individuality",3.0,undirected
"Art","Life",3.0,undirected
"Art","Matter",1.0,undirected
"Art","Nation",4.0,undirected
"Art","Nothingness",1.0,undirected
"Art","Notion",2.0,undirected
"Art","Object",1.0,undirected
"Art","Oracle",1.0,undirected
"Art","Order",1.0,undirected
"Art","Otherness",1.0,undirected
"Art","Positive",1.0,undirected
"Art","Principle",1.0,undirected
"Art","Religion",14.0,undirected
"Art","Shape",6.0,undirected
"Art","Simplicity",1.0,undirected
"Art","Spirit",13.0,undirected
"Art","Subject",2.0,undirected
"Art","Substance",5.0,undirected
"Art","Time",1.0,undirected
"Art","Unity",1.0,undirected
"Art","Universality",1.0,undirected
"Art","Utterance",2.0,undirected
"Art","Work",16.0,undirected
"Art","World",3.0,undirected
"Artificer","Being",2.0,undirected
"Artificer","Consciousness",5.0,undirected
"Artificer","Content",1.0,undirected
"Artificer","Existence",1.0,undirected
"Artificer","Forms",8.0,undirected
"Artificer","Hand",3.0,undirected
"Artificer","Knowing",1.0,undirected
"Artificer","Life",2.0,undirected
"Artificer","Object",2.0,undirected
"Artificer","Pantheism",1.0,undirected
"Artificer","Self-conscious",3.0,undirected
"Artificer","Shape",4.0,undirected
"Artificer","Spirit",6.0,undirected
"Artificer","Time",1.0,undirected
"Artificer","Understanding",1.0,undirected
"Artificer","Work",4.0,undirected
"Atoms","Content",1.0,undirected
"Atoms","Individuality",2.0,undirected
"Atoms","Monarch",1.0,undirected
"Atoms","Movement",1.0,undirected
"Atoms","Multiplicity",1.0,undirected
"Atoms","Multitude",1.0,undirected
"Atoms","Nature",2.0,undirected
"Atoms","Negation",1.0,undirected
"Atoms","Pantheism",1.0,undirected
"Atoms","Religion",1.0,undirected
"Atoms","Subsistence",1.0,undirected
"Atoms","Time",1.0,undirected
"Atoms","Unity",1.0,undirected
"Authority","Being",4.0,undirected
"Authority","Character",1.0,undirected
"Authority","Consciousness",7.0,undirected
"Authority","Content",2.0,undirected
"Authority","Contradiction",1.0,undirected
"Authority","Conviction",4.0,undirected
"Authority","Darkness",1.0,undirected
"Authority","Duty",1.0,undirected
"Authority","Enlightenment",2.0,undirected
"Authority","Essence",2.0,undirected
"Authority","Existence",1.0,undirected
"Authority","Faith",4.0,undirected
"Authority","Freedom",2.0,undirected
"Authority","Government",2.0,undirected
"Authority","Honour",1.0,undirected
"Authority","Individuality",4.0,undirected
"Authority","Law",8.0,undirected
"Authority","Moment",2.0,undirected
"Authority","Nature",2.0,undirected
"Authority","Notion",1.0,undirected
"Authority","Order",2.0,undirected
"Authority","Ordinance",1.0,undirected
"Authority","Perversion",1.0,undirected
